pair	retinal_trait	systemic_disease	locus_index	locus_id	chr	start	stop	n_snps	rho	rho_lower	rho_upper	native_lava_p	old_p	old_q	raw_rho	raw_r2	univ_p_retina	univ_p_systemic	native_q	direction	old_significant	native_significant	classification_change	old_native_q	new_q_native_global	old_status	leave_CAD_out_status
ret_inl_elm_left__sys_pd_nalls2019_clinical	ret_inl_elm_left	sys_pd_nalls2019_clinical	1208	1208	7	128779174	130418704	457	0.277787	-0.13403	0.83486	0.172067	0.256312020009256	0.750712817864412	0.277787446400648	0.0771658653777928	1.5503499999999998e-20	0.00623813	0.6319029526046706	positive	False	False	NULL_BOTH	0.6319029526046706	0.6362721722580645	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_elm_isos_left__sys_ckd_wuttke2019	ret_elm_isos_left	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	-0.229042	-0.72046	0.22135	0.297483	0.348383959169249	0.843106975364663	-0.229041952628585	0.0524602160639148	0.000126453	3.76787e-06	0.7378226550308008	negative	False	False	NULL_BOTH	0.7378226550308008	0.7416940424189689	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_elm_isos_left__sys_ad_kunkle2019	ret_elm_isos_left	sys_ad_kunkle2019	1208	1208	7	128779174	130418704	457	-0.031922	-0.65255	0.58821	0.907063	0.922407409185098	0.998589793812814	-0.0319219536268089	0.0010190111233521	0.000126453	0.00347639	0.9791588912858014	negative	False	False	NULL_BOTH	0.9791588912858014	0.9800215771388168	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ckd_wuttke2019	ret_macular_total_left	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	-0.281325	-0.657	0.05354	0.108935	0.126207399491337	0.544667726415005	-0.281325161496101	0.0791438464908073	1.10614e-10	3.76787e-06	0.5608432251501647	negative	False	False	NULL_BOTH	0.5608432251501647	0.563888693541102	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ad_kunkle2019	ret_macular_total_left	sys_ad_kunkle2019	1208	1208	7	128779174	130418704	457	0.138694	-0.31896	0.67842	0.529485	0.585396065219932	0.953753192026791	0.138693877570225	0.0192359916754644	1.10614e-10	0.00347639	0.8547782401749376	positive	False	False	NULL_BOTH	0.8547782401749376	0.858557533630384	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_t2d_scott2017	ret_art_tort	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	-0.518785	-1.0	0.10082	0.0944021	0.0591180891356861	0.356979068979091	-0.518785383024926	0.26913827364032	0.00242496	0.00409757	0.5370259577696918	negative	False	False	NULL_BOTH	0.5370259577696918	0.5393300447794668	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_ckd_wuttke2019	ret_art_tort	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	-0.134579	-0.73753	0.39423	0.584493	0.640790711008149	0.966917484365809	-0.134578992283473	0.018111505164035	0.00242496	3.76787e-06	0.877692863584991	negative	False	False	NULL_BOTH	0.877692863584991	0.8807588623455167	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_t2d_scott2017	ret_ven_tort	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	-0.123791	-0.88149	0.53862	0.670938	0.73740284265404	0.983602887158349	-0.123790795082594	0.0153241609471808	0.000678806	0.00409757	0.909709308108384	negative	False	False	NULL_BOTH	0.909709308108384	0.9124275173067804	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_ckd_wuttke2019	ret_ven_tort	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	0.243823	-0.22591	0.8031	0.295975	0.363892537847551	0.852719695136015	0.243822842296539	0.0594495784255631	0.000678806	3.76787e-06	0.7369028977240798	positive	False	False	NULL_BOTH	0.7369028977240798	0.7411006534177768	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_t2d_scott2017	ret_crae	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	-0.654627	-1.0	0.03815	0.0650118	0.0125034963918968	0.129222249175064	-0.654627235787468	0.428536817834741	0.0177801	0.00409757	0.4815803004739336	negative	False	False	NULL_BOTH	0.4815803004739336	0.4820884722743448	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ckd_wuttke2019	ret_crae	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	-0.1464	-0.94159	0.4954	0.606639	0.693392845553859	0.977802887612719	-0.146399707567463	0.0214328743758387	0.0177801	3.76787e-06	0.8865364024309758	negative	False	False	NULL_BOTH	0.8865364024309758	0.8897346121704632	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_sle_bentham2015	ret_crae	sys_sle_bentham2015	1208	1208	7	128779174	130418704	457	0.0923706	-0.70006	0.97405	0.774464	0.829129799506355	0.993224455579558	0.0923706212403238	0.0085323316683233	0.0177801	0.000550223	0.9417978464073228	positive	False	False	NULL_BOTH	0.9417978464073228	0.94292411261022	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ibd_delange2017	ret_crae	sys_ibd_delange2017	1208	1208	7	128779174	130418704	457	-0.112838	-1.0	0.93736	0.771131	0.818556500409128	0.992283624817325	-0.112837902877303	0.0127323923257476	0.0177801	0.0166462	0.9408017723954268	negative	False	False	NULL_BOTH	0.9408017723954268	0.9421691711620469	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_t2d_scott2017	ret_crve	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	-0.0932338	-0.89458	0.59399	0.757943	0.807323259230919	0.991216895040208	-0.0932337728017844	0.0086925363908547	0.00151695	0.00409757	0.9382713360701362	negative	False	False	NULL_BOTH	0.9382713360701362	0.9397684070124412	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_ckd_wuttke2019	ret_crve	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	-0.00591929	-0.556	0.54368	0.98041	0.983054067615769	0.999809175470599	-0.0059192908616969	3.50380043053766e-05	0.00151695	3.76787e-06	0.9962286703615932	negative	False	False	NULL_BOTH	0.9962286703615932	0.9964133741357915	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_t2d_scott2017	ret_avr	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	-0.666398	-1.0	0.04852	0.0660044	0.0109761541005158	0.117174524148174	-0.666397527265545	0.444085664345633	0.0232183	0.00409757	0.4845206108018738	negative	False	False	NULL_BOTH	0.4845206108018738	0.484738520312999	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_ckd_wuttke2019	ret_avr	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	-0.260944	-1.0	0.34827	0.369837	0.455155906875911	0.90482455502579	-0.26094424826615	0.0680919007031858	0.0232183	3.76787e-06	0.7798524196619852	negative	False	False	NULL_BOTH	0.7798524196619852	0.78394482616736	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_pd_nalls2019_clinical	ret_avr	sys_pd_nalls2019_clinical	1208	1208	7	128779174	130418704	457	0.341196	-0.50671	1.0	0.357101	0.373205591534534	0.859413210571368	0.341196276866412	0.116414899347501	0.0232183	0.00623813	0.7721786027832032	positive	False	False	NULL_BOTH	0.7721786027832032	0.7759871085513841	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_t2d_scott2017	ret_art_density	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	0.0797188	-0.7989	1.0	0.818326	0.865107675017602	0.995844962973696	0.0797187506208884	0.0063550792005554	0.0147084	0.00409757	0.9554634174757284	positive	False	False	NULL_BOTH	0.9554634174757284	0.9561498303944553	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_ckd_wuttke2019	ret_art_density	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	0.142154	-0.48312	0.91292	0.609187	0.686601954949842	0.975872102562606	0.142153909854682	0.0202077340869732	0.0147084	3.76787e-06	0.8878661774671053	positive	False	False	NULL_BOTH	0.8878661774671053	0.8910608194284985	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_t2d_scott2017	ret_ven_density	sys_t2d_scott2017	1208	1208	7	128779174	130418704	457	0.189743	-0.34783	0.8395	0.454896	0.532220415489407	0.933523332152221	0.189742526494073	0.036002226360354	2.60088e-06	0.00409757	0.8206288014121801	positive	False	False	NULL_BOTH	0.8206288014121801	0.8241124894087892	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_ckd_wuttke2019	ret_ven_density	sys_ckd_wuttke2019	1208	1208	7	128779174	130418704	457	0.123243	-0.29459	0.56754	0.538717	0.563893790498763	0.947016997261958	0.123242963932167	0.0151888281587854	2.60088e-06	3.76787e-06	0.8589403383535342	positive	False	False	NULL_BOTH	0.8589403383535342	0.8628793116483825	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_rnfl_left__sys_pd_nalls2019_clinical	ret_rnfl_left	sys_pd_nalls2019_clinical	1209	1209	7	130418705	131856481	440	0.0071795	-0.50762	0.51265	0.975639	0.978756448211338	0.99979702165825	0.0071794956814078	5.15451582393522e-05	0.000664266	1.4272e-05	0.9951869379770628	positive	False	False	NULL_BOTH	0.9951869379770628	0.995338767633194	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_stroke_megastroke2018	ret_gcipl_left	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	0.036136	-0.40306	0.49016	0.861194	0.873519119121487	0.997248480983013	0.0361360042168541	0.0013058108007605	0.00108941	5.43122e-10	0.9693582274342272	positive	False	False	NULL_BOTH	0.9693582274342272	0.9696392161830412	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_pd_nalls2019_clinical	ret_gcipl_left	sys_pd_nalls2019_clinical	1209	1209	7	130418705	131856481	440	-0.17137	-0.76627	0.33352	0.47696	0.530998716192054	0.933094997120521	-0.171369896825583	0.0293676415380111	0.00108941	1.4272e-05	0.8319051341647522	negative	False	False	NULL_BOTH	0.8319051341647522	0.8354779817362066	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_stroke_megastroke2018	ret_inl_left	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	0.104412	-0.34702	0.58488	0.612017	0.650810498077988	0.970207488105445	0.104412037704497	0.0109018736176053	0.00098343	5.43122e-10	0.8888228960975078	positive	False	False	NULL_BOTH	0.8888228960975078	0.8920285932214168	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_pd_nalls2019_clinical	ret_inl_left	sys_pd_nalls2019_clinical	1209	1209	7	130418705	131856481	440	-0.0573932	-0.61307	0.48509	0.810802	0.831381835063517	0.993531694944963	-0.0573932079714947	0.0032939803212592	0.00098343	1.4272e-05	0.9528742989253016	negative	False	False	NULL_BOTH	0.9528742989253016	0.9537462563247293	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_elm_left__sys_pd_nalls2019_clinical	ret_inl_elm_left	sys_pd_nalls2019_clinical	1209	1209	7	130418705	131856481	440	-0.211932	-0.74658	0.26153	0.357326	0.41400194567013	0.883582893755971	-0.211932007642758	0.0449151758634898	0.000391587	1.4272e-05	0.7722727700691339	negative	False	False	NULL_BOTH	0.7722727700691339	0.776082386583286	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ckd_wuttke2019	ret_macular_total_left	sys_ckd_wuttke2019	1209	1209	7	130418705	131856481	440	-0.331278	-1.0	0.5001	0.364676	0.387119305263411	0.867967665246554	-0.331277974822131	0.109745096602252	0.00719616	0.0208115	0.7772006846030473	negative	False	False	NULL_BOTH	0.7772006846030473	0.7808317910712618	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_stroke_megastroke2018	ret_art_tort	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	-0.557884	-1.0	-0.18838	0.00424283	0.0066569509915694	0.0808528273843145	-0.557883690119139	0.311234211700948	0.000206392	5.43122e-10	0.2485022250328227	negative	False	False	NULL_BOTH	0.2485022250328227	0.25379603844559584	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_t2d_scott2017	ret_art_tort	sys_t2d_scott2017	1209	1209	7	130418705	131856481	440	-0.255595	-0.80768	0.2187	0.269647	0.333466824981832	0.83279263854112	-0.255594863995107	0.0653287345006771	0.000206392	3.77585e-05	0.7226486234586467	negative	False	False	NULL_BOTH	0.7226486234586467	0.7273454021101993	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_ckd_wuttke2019	ret_art_tort	sys_ckd_wuttke2019	1209	1209	7	130418705	131856481	440	-0.154807	-1.0	0.57548	0.619358	0.696410421466453	0.978378538690808	-0.154807022689712	0.0239652142740532	0.000206392	0.0208115	0.8917345661338391	negative	False	False	NULL_BOTH	0.8917345661338391	0.8948190808698392	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_stroke_megastroke2018	ret_crve	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	-0.363058	-1.0	0.11908	0.135801	0.210059943196473	0.69540054370888	-0.363057872252459	0.131811018604483	0.0141081	5.43122e-10	0.5938723454575379	negative	False	False	NULL_BOTH	0.5938723454575379	0.5976756376728111	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_t2d_scott2017	ret_crve	sys_t2d_scott2017	1209	1209	7	130418705	131856481	440	-0.262735	-1.0	0.35651	0.359345	0.442559108403766	0.897752147905236	-0.262735210841764	0.0690297910160661	0.0141081	3.77585e-05	0.7739589683144246	negative	False	False	NULL_BOTH	0.7739589683144246	0.7778964516098574	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_ckd_wuttke2019	ret_crve	sys_ckd_wuttke2019	1209	1209	7	130418705	131856481	440	0.0610736	-0.98857	1.0	0.873228	0.904719171298079	0.998018625987057	0.0610736385760324	0.0037299893289158	0.0141081	0.0208115	0.9715058715834416	positive	False	False	NULL_BOTH	0.9715058715834416	0.9724092315687227	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_stroke_megastroke2018	ret_avr	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	0.522122	-0.01742	1.0	0.0608978	0.0481246283705554	0.313719210116297	0.522122132886867	0.272611521650332	0.0481279	5.43122e-10	0.4731867788596491	positive	False	False	NULL_BOTH	0.4731867788596491	0.47337966385215324	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_t2d_scott2017	ret_avr	sys_t2d_scott2017	1209	1209	7	130418705	131856481	440	0.550733	-0.10059	1.0	0.0919016	0.04666955823465	0.307553777741291	0.550732837584746	0.303306658394146	0.0481279	3.77585e-05	0.5332861789910461	positive	False	False	NULL_BOTH	0.5332861789910461	0.5349102523108177	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_ckd_wuttke2019	ret_avr	sys_ckd_wuttke2019	1209	1209	7	130418705	131856481	440	-0.208262	-1.0	0.93296	0.632513	0.67043371776121	0.973470401642653	-0.208261551782258	0.0433728739507541	0.0481279	0.0208115	0.8953917380394246	negative	False	False	NULL_BOTH	0.8953917380394246	0.8984393136574792	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_pd_nalls2019_clinical	ret_avr	sys_pd_nalls2019_clinical	1209	1209	7	130418705	131856481	440	0.512439	-0.12925	1.0	0.110436	0.0760052636068781	0.416804618778922	0.51243905708065	0.262593787221706	0.0481279	1.4272e-05	0.5625544686601495	positive	False	False	NULL_BOTH	0.5625544686601495	0.5658679510505141	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_stroke_megastroke2018	ret_art_density	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	0.537055	0.1093	1.0	0.0172284	0.0196135964664346	0.175413285664636	0.537055105555462	0.288428186403189	0.00512708	5.43122e-10	0.3478461165671642	positive	False	False	NULL_BOTH	0.3478461165671642	0.34827866888694126	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_t2d_scott2017	ret_art_density	sys_t2d_scott2017	1209	1209	7	130418705	131856481	440	0.63755	0.1273	1.0	0.0178163	0.0043476321619243	0.0588791713427585	0.637550083299492	0.406470108715189	0.00512708	3.77585e-05	0.349134011833455	positive	False	False	NULL_BOTH	0.349134011833455	0.34962963381849316	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_ckd_wuttke2019	ret_art_density	sys_ckd_wuttke2019	1209	1209	7	130418705	131856481	440	0.681041	-0.00483	1.0	0.0568881	0.0080311299471104	0.0931043428554412	0.681040702406492	0.463816438334329	0.00512708	0.0208115	0.4632192011026034	positive	False	False	NULL_BOTH	0.4632192011026034	0.46362976247334753	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_stroke_megastroke2018	ret_ven_density	sys_stroke_megastroke2018	1209	1209	7	130418705	131856481	440	0.0321011	-0.46727	0.54428	0.885882	0.902047972563371	0.997887702726067	0.0321011445625393	0.001030483482225	0.00451053	5.43122e-10	0.9747823702430742	positive	False	False	NULL_BOTH	0.9747823702430742	0.9754814102908705	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_t2d_scott2017	ret_ven_density	sys_t2d_scott2017	1209	1209	7	130418705	131856481	440	0.0792954	-0.50612	0.73656	0.764216	0.80336196725346	0.991216895040208	0.0792954280798986	0.0062877649143744	0.00451053	3.77585e-05	0.9394056496161318	positive	False	False	NULL_BOTH	0.9394056496161318	0.9408364973723723	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_ckd_wuttke2019	ret_ven_density	sys_ckd_wuttke2019	1209	1209	7	130418705	131856481	440	0.769285	0.08448	1.0	0.0314534	0.0006960126468571	0.0138529977825038	0.769284521650573	0.591798675251151	0.00451053	0.0208115	0.4004543801629132	positive	True	False	OLD_SIG_NATIVE_NULL	0.4004543801629132	0.4003017109383676	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_stroke_megastroke2018	ret_gcipl_left	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	-0.375889	-1.0	0.35658	0.283874	0.286726660288533	0.786629751495813	-0.375889462281648	0.141292887854386	0.0171874	0.0036391	0.7293293781301363	negative	False	False	NULL_BOTH	0.7293293781301363	0.7336968170236753	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_stroke_megastroke2018	ret_inl_left	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	0.14676	-0.72557	1.0	0.675969	0.73991282827047	0.98406134909575	0.14675961737359	0.0215383852916424	0.0180106	0.0036391	0.910964141162154	positive	False	False	NULL_BOTH	0.910964141162154	0.9135157658295011	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_stroke_megastroke2018	ret_art_tort	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	0.447233	-0.2095	1.0	0.155156	0.138109383218167	0.570184030685195	0.447233341528543	0.200017661774787	0.00370051	0.0036391	0.6169219235373335	positive	False	False	NULL_BOTH	0.6169219235373335	0.620759412812009	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_t2d_scott2017	ret_art_tort	sys_t2d_scott2017	1210	1210	7	131856482	133807216	507	0.172762	-0.45874	0.93156	0.544162	0.62422153646111	0.963774352652156	0.172762238520857	0.0298467910587377	0.00370051	0.000348471	0.8607586795642597	positive	False	False	NULL_BOTH	0.8607586795642597	0.8647183610398613	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_stroke_megastroke2018	ret_crae	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	0.704912	0.09632	1.0	0.0297204	0.0018980617229796	0.0307708346804707	0.704911703147437	0.49690050923422	0.00541247	0.0036391	0.3955140584376565	positive	True	False	OLD_SIG_NATIVE_NULL	0.3955140584376565	0.39612951726744183	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_t2d_scott2017	ret_crae	sys_t2d_scott2017	1210	1210	7	131856482	133807216	507	-0.340327	-1.0	0.27976	0.244424	0.293953338401516	0.79337852954109	-0.340327057650745	0.115822506169214	0.00541247	0.000348471	0.7023456368551962	negative	False	False	NULL_BOTH	0.7023456368551962	0.7061308928661456	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ibd_delange2017	ret_crae	sys_ibd_delange2017	1210	1210	7	131856482	133807216	507	-0.375395	-1.0	0.37325	0.280275	0.28044220690365	0.778650453990878	-0.375394533127545	0.140921055502048	0.00541247	0.0117767	0.727037489809849	negative	False	False	NULL_BOTH	0.727037489809849	0.7315956252988728	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_stroke_megastroke2018	ret_avr	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	0.625358	-0.00445	1.0	0.0553673	0.014049309676413	0.140129206986475	0.625357816162189	0.391072398235142	0.0064056	0.0036391	0.4591649588951311	positive	False	False	NULL_BOTH	0.4591649588951311	0.4596428407461065	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_t2d_scott2017	ret_avr	sys_t2d_scott2017	1210	1210	7	131856482	133807216	507	-0.712192	-1.0	-0.15322	0.0164912	0.0008298482434517	0.0160948158224507	-0.712191935345984	0.507217352771859	0.0064056	0.000348471	0.3458466260457774	negative	True	False	OLD_SIG_NATIVE_NULL	0.3458466260457774	0.3464663567369386	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_stroke_megastroke2018	ret_art_density	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	0.235912	-0.32645	0.97153	0.382382	0.481604018991228	0.916872087696121	0.235912476120121	0.0556546963891269	5.41347e-05	0.0036391	0.7856644596138995	positive	False	False	NULL_BOTH	0.7856644596138995	0.7892029450588974	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_t2d_scott2017	ret_art_density	sys_t2d_scott2017	1210	1210	7	131856482	133807216	507	0.16389	-0.35076	0.74832	0.499726	0.549345688480012	0.940324955781898	0.163890305191675	0.0268600321358203	5.41347e-05	0.000348471	0.841138955150133	positive	False	False	NULL_BOTH	0.841138955150133	0.8452674818094605	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_stroke_megastroke2018	ret_ven_density	sys_stroke_megastroke2018	1210	1210	7	131856482	133807216	507	0.0182937	-0.70255	0.74606	0.95082	0.961237961788447	0.998589793812814	0.0182936954177605	0.0003346592920377	0.00104809	0.0036391	0.9893189575909463	positive	False	False	NULL_BOTH	0.9893189575909463	0.9899498169429934	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_t2d_scott2017	ret_ven_density	sys_t2d_scott2017	1210	1210	7	131856482	133807216	507	0.345216	-0.19982	1.0	0.198747	0.258594913595993	0.752977527708059	0.345216467328747	0.11917440931494	0.00104809	0.000348471	0.6610159787234042	positive	False	False	NULL_BOTH	0.6610159787234042	0.6641409868804664	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ad_kunkle2019	ret_macular_total_left	sys_ad_kunkle2019	1211	1211	7	133807217	134943221	411	0.34557	-0.35523	1.0	0.288478	0.31891566160349	0.820020419093443	0.345569540246466	0.119418307146154	0.00254499	0.00716389	0.7319139591758871	positive	False	False	NULL_BOTH	0.7319139591758871	0.735782461281709	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_stroke_megastroke2018	ret_art_tort	sys_stroke_megastroke2018	1211	1211	7	133807217	134943221	411	-0.0422046	-1.0	1.0	0.914972	0.934074582447156	0.998589793812814	-0.0422046106350411	0.0017812291588553	0.0271622	0.0104741	0.9815956044315294	negative	False	False	NULL_BOTH	0.9815956044315294	0.9823971081194981	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_stroke_megastroke2018	ret_crae	sys_stroke_megastroke2018	1211	1211	7	133807217	134943221	411	0.569941	-0.23814	1.0	0.148938	0.0714529303951529	0.400458935568363	0.569940776561135	0.32483248878711	0.0259383	0.0104741	0.6083906083550913	positive	False	False	NULL_BOTH	0.6083906083550913	0.6119422637893982	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ibd_delange2017	ret_crae	sys_ibd_delange2017	1211	1211	7	133807217	134943221	411	0.589647	-0.2946	1.0	0.162847	0.0698123000918577	0.395434369162386	0.589647200396353	0.347683820935257	0.0259383	0.0239048	0.6246582412299696	positive	False	False	NULL_BOTH	0.6246582412299696	0.629115034703504	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_stroke_megastroke2018	ret_crve	sys_stroke_megastroke2018	1211	1211	7	133807217	134943221	411	-0.479804	-1.0	0.06842	0.0822502	0.0765198726654103	0.41805495583796	-0.479803762587434	0.230211650593058	3.06743e-06	0.0104741	0.5158279590984187	negative	False	False	NULL_BOTH	0.5158279590984187	0.5190905995870044	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_stroke_megastroke2018	ret_avr	sys_stroke_megastroke2018	1211	1211	7	133807217	134943221	411	0.68324	0.15382	1.0	0.0194528	0.0016263244045632	0.027229405011752	0.683240415055653	0.466817464765421	4.23423e-05	0.0104741	0.3540359806122449	positive	True	False	OLD_SIG_NATIVE_NULL	0.3540359806122449	0.35405533635646685	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_pd_nalls2019_clinical	ret_avr	sys_pd_nalls2019_clinical	1211	1211	7	133807217	134943221	411	-0.128425	-0.70712	0.37689	0.595899	0.638515002878023	0.966368894777028	-0.128424931829274	0.0164929631153539	4.23423e-05	0.000287972	0.8826815438743106	negative	False	False	NULL_BOTH	0.8826815438743106	0.8855059207593625	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_ad_kunkle2019	ret_gcipl_left	sys_ad_kunkle2019	1212	1212	7	134943222	136113467	423	0.0535146	-1.0	1.0	0.903386	0.916465721623786	0.998589793812814	0.053514580971018	0.0028638103765036	0.0454561	0.0214169	0.9782455298790176	positive	False	False	NULL_BOTH	0.9782455298790176	0.9793881828887627	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_pd_nalls2019_clinical	ret_gcipl_left	sys_pd_nalls2019_clinical	1212	1212	7	134943222	136113467	423	0.712165	-0.02222	1.0	0.0699078	0.007127860186423	0.0850300119862554	0.712165368846837	0.507179512584751	0.0454561	0.00383831	0.4929459244102836	positive	False	False	NULL_BOTH	0.4929459244102836	0.493508659735466	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_ad_kunkle2019	ret_inl_left	sys_ad_kunkle2019	1212	1212	7	134943222	136113467	423	0.0845261	-0.65416	0.92766	0.783103	0.834680422257022	0.994189286312331	0.0845261241365881	0.007144665661554	5.08524e-05	0.0214169	0.9449513993188012	positive	False	False	NULL_BOTH	0.9449513993188012	0.9461049896162765	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
